Incident Date,Park Name,Cause of Death,"Cause of Death Group 
(Used in the NPS Mortality Dashboard) ",Intent,Outcome,Sex,Age Range,Activity,temperature,precipitation,humidity,date,latlong,latitude,longitude,Weather
1/1/2007,Glen Canyon National Recreation Area,Undetermined,Undetermined,Undetermined,Fatal injury,Male,65+,Not Reported,,,,2007-01-01,"('37.6580958', '-111.09320889669256')",37.6580958,-111.09320889669256,"{'datetime': '2007-01-01', 'datetimeEpoch': 1167634800, 'tempmax': 0.0, 'tempmin': 0.0, 'temp': None, 'feelslikemax': 0.0, 'feelslikemin': 0.0, 'feelslike': None, 'dew': None, 'humidity': None, 'precip': None, 'precipprob': None, 'precipcover': 0.0, 'preciptype': None, 'snow': None, 'snowdepth': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'cloudcover': None, 'visibility': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'sunrise': '07:39:37', 'sunriseEpoch': 1167662377, 'sunset': '17:16:24', 'sunsetEpoch': 1167696984, 'moonphase': 0.44, 'conditions': '', 'description': '', 'icon': '', 'stations': None, 'hours': [{'datetime': '00:00:00', 'datetimeEpoch': 1167634800, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '01:00:00', 'datetimeEpoch': 1167638400, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '02:00:00', 'datetimeEpoch': 1167642000, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '03:00:00', 'datetimeEpoch': 1167645600, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '04:00:00', 'datetimeEpoch': 1167649200, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '05:00:00', 'datetimeEpoch': 1167652800, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '06:00:00', 'datetimeEpoch': 1167656400, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '07:00:00', 'datetimeEpoch': 1167660000, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '08:00:00', 'datetimeEpoch': 1167663600, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '09:00:00', 'datetimeEpoch': 1167667200, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '10:00:00', 'datetimeEpoch': 1167670800, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '11:00:00', 'datetimeEpoch': 1167674400, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '12:00:00', 'datetimeEpoch': 1167678000, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '13:00:00', 'datetimeEpoch': 1167681600, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '14:00:00', 'datetimeEpoch': 1167685200, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '15:00:00', 'datetimeEpoch': 1167688800, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '16:00:00', 'datetimeEpoch': 1167692400, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '17:00:00', 'datetimeEpoch': 1167696000, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '18:00:00', 'datetimeEpoch': 1167699600, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '19:00:00', 'datetimeEpoch': 1167703200, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '20:00:00', 'datetimeEpoch': 1167706800, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '21:00:00', 'datetimeEpoch': 1167710400, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '22:00:00', 'datetimeEpoch': 1167714000, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}, {'datetime': '23:00:00', 'datetimeEpoch': 1167717600, 'temp': None, 'feelslike': None, 'humidity': None, 'dew': None, 'precip': None, 'precipprob': None, 'snow': None, 'snowdepth': None, 'preciptype': None, 'windgust': None, 'windspeed': None, 'winddir': None, 'pressure': None, 'visibility': None, 'cloudcover': None, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': '', 'icon': '', 'stations': None}]}"
1/22/2007,Golden Gate National Recreation Area,Drowning,Drowning,Unintentional,Fatal injury,Male,Not Reported,Vessel Related,,,,2007-01-22,"('37.8499275', '-122.5177518')",37.8499275,-122.5177518,"{'datetime': '2007-01-22', 'datetimeEpoch': 1169452800, 'tempmax': 59.6, 'tempmin': 41.2, 'temp': 49.0, 'feelslikemax': 59.6, 'feelslikemin': 37.4, 'feelslike': 47.5, 'dew': 26.3, 'humidity': 42.7, 'precip': 0.0, 'precipprob': 0.0, 'precipcover': 0.0, 'preciptype': None, 'snow': 0.0, 'snowdepth': 0.0, 'windgust': None, 'windspeed': 9.6, 'winddir': 348.5, 'pressure': 1025.7, 'cloudcover': 4.5, 'visibility': 9.9, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'sunrise': '07:21:31', 'sunriseEpoch': 1169479291, 'sunset': '17:22:11', 'sunsetEpoch': 1169515331, 'moonphase': 0.13, 'conditions': 'Clear', 'description': 'Clear conditions throughout the day.', 'icon': 'clear-day', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs', 'hours': [{'datetime': '00:00:00', 'datetimeEpoch': 1169452800, 'temp': 48.0, 'feelslike': 45.8, 'humidity': 33.8, 'dew': 20.8, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 5.1, 'winddir': 24.0, 'pressure': 1023.9, 'visibility': 9.9, 'cloudcover': 20.0, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-night', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '01:00:00', 'datetimeEpoch': 1169456400, 'temp': 46.9, 'feelslike': 44.1, 'humidity': 31.65, 'dew': 18.3, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 5.7, 'winddir': 356.0, 'pressure': 1024.3, 'visibility': 9.9, 'cloudcover': 0.0, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-night', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '02:00:00', 'datetimeEpoch': 1169460000, 'temp': 46.1, 'feelslike': 44.8, 'humidity': 38.85, 'dew': 22.4, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 3.5, 'winddir': 340.0, 'pressure': 1024.6, 'visibility': 9.9, 'cloudcover': 0.0, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-night', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '03:00:00', 'datetimeEpoch': 1169463600, 'temp': 42.5, 'feelslike': 39.0, 'humidity': 48.33, 'dew': 24.4, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 5.7, 'winddir': 136.0, 'pressure': 1025.2, 'visibility': 9.9, 'cloudcover': 0.0, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-night', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '04:00:00', 'datetimeEpoch': 1169467200, 'temp': 41.2, 'feelslike': 37.4, 'humidity': 52.18, 'dew': 24.9, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 5.6, 'winddir': 101.0, 'pressure': 1025.5, 'visibility': 9.9, 'cloudcover': 0.0, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-night', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '05:00:00', 'datetimeEpoch': 1169470800, 'temp': 45.7, 'feelslike': 42.0, 'humidity': 41.91, 'dew': 23.9, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 7.0, 'winddir': 70.0, 'pressure': 1025.5, 'visibility': 9.9, 'cloudcover': 0.0, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-night', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '06:00:00', 'datetimeEpoch': 1169474400, 'temp': 46.4, 'feelslike': 44.7, 'humidity': 35.06, 'dew': 20.2, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 4.0, 'winddir': 82.0, 'pressure': 1025.5, 'visibility': 9.9, 'cloudcover': 0.0, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-night', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '07:00:00', 'datetimeEpoch': 1169478000, 'temp': 42.6, 'feelslike': 38.1, 'humidity': 47.76, 'dew': 24.1, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 7.4, 'winddir': 60.0, 'pressure': 1025.9, 'visibility': 9.9, 'cloudcover': 12.7, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-night', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '08:00:00', 'datetimeEpoch': 1169481600, 'temp': 43.9, 'feelslike': 41.2, 'humidity': 39.37, 'dew': 20.7, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 4.8, 'winddir': 156.0, 'pressure': 1026.6, 'visibility': 9.9, 'cloudcover': 12.7, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-day', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '09:00:00', 'datetimeEpoch': 1169485200, 'temp': 48.8, 'feelslike': 46.1, 'humidity': 45.29, 'dew': 28.5, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 6.2, 'winddir': 100.0, 'pressure': 1026.9, 'visibility': 9.9, 'cloudcover': 12.7, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-day', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '10:00:00', 'datetimeEpoch': 1169488800, 'temp': 52.9, 'feelslike': 52.9, 'humidity': 31.86, 'dew': 23.7, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 4.2, 'winddir': 95.0, 'pressure': 1027.1, 'visibility': 9.9, 'cloudcover': 12.7, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-day', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '11:00:00', 'datetimeEpoch': 1169492400, 'temp': 53.6, 'feelslike': 53.6, 'humidity': 37.84, 'dew': 28.5, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 4.5, 'winddir': 274.0, 'pressure': 1027.1, 'visibility': 9.9, 'cloudcover': 12.7, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-day', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '12:00:00', 'datetimeEpoch': 1169496000, 'temp': 53.9, 'feelslike': 53.9, 'humidity': 39.39, 'dew': 29.7, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 3.4, 'winddir': 226.0, 'pressure': 1026.5, 'visibility': 9.9, 'cloudcover': 12.7, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-day', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '13:00:00', 'datetimeEpoch': 1169499600, 'temp': 55.7, 'feelslike': 55.7, 'humidity': 33.76, 'dew': 27.6, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 3.5, 'winddir': 227.0, 'pressure': 1025.6, 'visibility': 9.9, 'cloudcover': 12.7, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-day', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '14:00:00', 'datetimeEpoch': 1169503200, 'temp': 58.6, 'feelslike': 58.6, 'humidity': 24.13, 'dew': 22.0, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 4.5, 'winddir': 195.0, 'pressure': 1024.8, 'visibility': 9.9, 'cloudcover': 0.0, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-day', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '15:00:00', 'datetimeEpoch': 1169506800, 'temp': 59.0, 'feelslike': 59.0, 'humidity': 25.18, 'dew': 23.4, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 4.2, 'winddir': 220.0, 'pressure': 1024.4, 'visibility': 9.9, 'cloudcover': 0.0, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-day', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '16:00:00', 'datetimeEpoch': 1169510400, 'temp': 59.6, 'feelslike': 59.6, 'humidity': 24.92, 'dew': 23.7, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 3.8, 'winddir': 239.0, 'pressure': 1024.5, 'visibility': 9.9, 'cloudcover': 0.0, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-day', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '17:00:00', 'datetimeEpoch': 1169514000, 'temp': 55.4, 'feelslike': 55.4, 'humidity': 38.66, 'dew': 30.7, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 8.7, 'winddir': 285.0, 'pressure': 1024.9, 'visibility': 9.9, 'cloudcover': 0.0, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-day', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '18:00:00', 'datetimeEpoch': 1169517600, 'temp': 51.0, 'feelslike': 51.0, 'humidity': 46.39, 'dew': 31.2, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 9.6, 'winddir': 299.0, 'pressure': 1025.5, 'visibility': 9.9, 'cloudcover': 0.0, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-night', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '19:00:00', 'datetimeEpoch': 1169521200, 'temp': 49.3, 'feelslike': 45.5, 'humidity': 58.72, 'dew': 35.5, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 9.2, 'winddir': 328.0, 'pressure': 1025.9, 'visibility': 9.9, 'cloudcover': 0.0, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-night', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '20:00:00', 'datetimeEpoch': 1169524800, 'temp': 47.1, 'feelslike': 44.4, 'humidity': 64.69, 'dew': 35.8, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 5.7, 'winddir': 300.0, 'pressure': 1026.2, 'visibility': 9.9, 'cloudcover': 0.0, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-night', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '21:00:00', 'datetimeEpoch': 1169528400, 'temp': 44.1, 'feelslike': 41.8, 'humidity': 66.34, 'dew': 33.6, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 4.3, 'winddir': 343.0, 'pressure': 1026.9, 'visibility': 9.9, 'cloudcover': 0.0, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-night', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '22:00:00', 'datetimeEpoch': 1169532000, 'temp': 41.9, 'feelslike': 41.9, 'humidity': 61.92, 'dew': 29.8, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 0.6, 'winddir': 10.0, 'pressure': 1026.9, 'visibility': 9.9, 'cloudcover': 0.0, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-night', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}, {'datetime': '23:00:00', 'datetimeEpoch': 1169535600, 'temp': 42.8, 'feelslike': 42.8, 'humidity': 57.54, 'dew': 28.8, 'precip': 0.0, 'precipprob': 0.0, 'snow': 0.0, 'snowdepth': 0.0, 'preciptype': None, 'windgust': None, 'windspeed': 2.2, 'winddir': 120.0, 'pressure': 1027.2, 'visibility': 9.9, 'cloudcover': 0.0, 'solarradiation': None, 'solarenergy': None, 'uvindex': None, 'conditions': 'Clear', 'icon': 'clear-night', 'stations': ['72493023230', '72495593227', '72494023234'], 'source': 'obs'}]}"
